date,晚盘价,早盘价
2025-11-03,913.54,912.99
2025-11-04,910.37,904.68
2025-11-05,916.45,912.29
2025-11-06,919.3,916.35
2025-11-09,933.87,926.44
2025-11-10,946.77,948.23
2025-11-11,943.52,947.47
2025-11-12,958.72,957.96
2025-11-13,951.06,955.38
2025-11-16,928.44,933.64
2025-11-17,917.54,921.22
2025-11-18,936.04,928.58
2025-11-19,930.85,930.55
2025-11-20,922.7,931.54
2025-11-23,926.34,924.85
2025-11-24,942.4,943.01
2025-11-25,942.19,943.33
2025-11-26,942.44,942.06
2025-11-27,948.34,948.94
2025-11-30,958.0,961.25
2025-12-01,953.74,955.63
2025-12-02,951.51,955.55
2025-12-03,948.63,952.5
2025-12-04,955.9,951.91
2025-12-07,953.33,950.56
2025-12-08,946.96,949.8
2025-12-09,951.34,953.31
2025-12-10,952.81,957.9
2025-12-11,965.28,963.64
2025-12-14,978.02,974.55
2025-12-15,966.73,970.56
2025-12-16,974.09,973.38
2025-12-17,974.99,975.26
2025-12-18,974.76,974.08
2025-12-21,993.82,984.6
2025-12-22,1007.57,1010.37
2025-12-23,1008.94,1012.73
2025-12-24,1002.83,1002.46
2025-12-25,1009.96,1010.21
2025-12-28,1001.63,1010.41
2025-12-29,980.74,979.99
2025-12-30,973.33,980.89
